,k,max_lr_iterations,C,scale_factor,nfeatures,nlevels,edgeThreshold,firstLevel,WTA_K,patchSize,fastThreshold,precision_score,recall_score,f1_score,accuracy_score
742,50,3,0.01,1.2,30,4,25,1,3,15,20,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
743,50,3,0.01,1.2,30,4,25,1,3,15,25,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
744,50,3,0.01,1.2,30,4,25,1,3,15,30,0.11231101511879049,1.0,0.20194174757281552,0.11231101511879049
745,50,3,0.01,1.2,30,4,25,1,3,20,10,0.0892728581713463,1.0,0.16391275611368145,0.0892728581713463
746,50,3,0.01,1.2,30,4,25,1,3,20,15,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
747,50,3,0.01,1.2,30,4,25,1,3,20,20,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
748,50,3,0.01,1.2,30,4,25,1,3,20,25,0.0,0.0,0.0,0.9020878329733621
749,50,3,0.01,1.2,30,4,25,1,3,20,30,0.09935205183585313,1.0,0.1807465618860511,0.09935205183585313
750,50,3,0.01,1.2,30,4,25,1,3,25,10,0.0,0.0,0.0,0.9035277177825773
751,50,3,0.01,1.2,30,4,25,1,3,25,15,0.0,0.0,0.0,0.9085673146148309
752,50,3,0.01,1.2,30,4,25,1,3,25,20,0.09503239740820735,1.0,0.17357001972386588,0.09503239740820735
753,50,3,0.01,1.2,30,4,25,1,3,25,25,0.09863210943124551,1.0,0.1795543905635649,0.09863210943124551
754,50,3,0.01,1.2,30,4,25,1,3,25,30,0.0,0.0,0.0,0.8927285817134629
755,50,3,0.01,1.2,30,4,25,1,3,30,10,0.0,0.0,0.0,0.8970482361411087
756,50,3,0.01,1.2,30,4,25,1,3,30,15,0.0,0.0,0.0,0.8920086393088553
757,50,3,0.01,1.2,30,4,25,1,3,30,20,0.0,0.0,0.0,0.8869690424766019
758,50,3,0.01,1.2,30,4,25,1,3,30,25,0.0,0.0,0.0,0.8970482361411087
759,50,3,0.01,1.2,30,4,25,1,3,30,30,0.0,0.0,0.0,0.8855291576673866
760,50,3,0.01,1.2,30,4,25,1,3,35,10,0.0,0.0,0.0,0.8934485241180705
761,50,3,0.01,1.2,30,4,25,1,3,35,15,0.0,0.0,0.0,0.9150467962562995
762,50,3,0.01,1.2,30,4,25,1,3,35,20,0.0,0.0,0.0,0.89056875449964
763,50,3,0.01,1.2,30,4,25,1,3,35,25,0.0,0.0,0.0,0.9035277177825773
764,50,3,0.01,1.2,30,4,25,1,3,35,30,0.0,0.0,0.0,0.8869690424766019
765,50,3,0.01,1.2,30,4,25,1,3,40,10,0.09215262778977681,1.0,0.16875411997363216,0.09215262778977681
766,50,3,0.01,1.2,30,4,25,1,3,40,15,0.0,0.0,0.0,0.9035277177825773
767,50,3,0.01,1.2,30,4,25,1,3,40,20,0.10151187904967603,1.0,0.18431372549019606,0.10151187904967603
768,50,3,0.01,1.2,30,4,25,1,3,40,25,0.0,0.0,0.0,0.8855291576673866
769,50,3,0.01,1.2,30,4,25,1,3,40,30,0.1007919366450684,1.0,0.18312622629169392,0.1007919366450684
770,50,3,0.01,1.2,30,4,25,2,2,10,10,0.11159107271418287,1.0,0.20077720207253885,0.11159107271418287
771,50,3,0.01,1.2,30,4,25,2,2,10,15,0.10727141828653708,1.0,0.19375812743823148,0.10727141828653708
772,50,3,0.01,1.2,30,4,25,2,2,10,20,0.11663066954643629,1.0,0.20889748549323017,0.11663066954643629
773,50,3,0.01,1.2,30,4,25,2,2,10,25,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
774,50,3,0.01,1.2,30,4,25,2,2,10,30,0.11519078473722102,1.0,0.2065848934796643,0.11519078473722102
775,50,3,0.01,1.2,30,4,25,2,2,15,10,0.0,0.0,0.0,0.8941684665226782
776,50,3,0.01,1.2,30,4,25,2,2,15,15,0.0,0.0,0.0,0.8956083513318934
777,50,3,0.01,1.2,30,4,25,2,2,15,20,0.0,0.0,0.0,0.8977681785457163
778,50,3,0.01,1.2,30,4,25,2,2,15,25,0.0,0.0,0.0,0.904247660187185
779,50,3,0.01,1.2,30,4,25,2,2,15,30,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
780,50,3,0.01,1.2,30,4,25,2,2,20,10,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
781,50,3,0.01,1.2,30,4,25,2,2,20,15,0.0,0.0,0.0,0.8992080633549316
782,50,3,0.01,1.2,30,4,25,2,2,20,20,0.0,0.0,0.0,0.8970482361411087
783,50,3,0.01,1.2,30,4,25,2,2,20,25,0.0,0.0,0.0,0.8920086393088553
784,50,3,0.01,1.2,30,4,25,2,2,20,30,0.1101511879049676,1.0,0.19844357976653695,0.1101511879049676
785,50,3,0.01,1.2,30,4,25,2,2,25,10,0.10367170626349892,1.0,0.187866927592955,0.10367170626349892
786,50,3,0.01,1.2,30,4,25,2,2,25,15,0.0,0.0,0.0,0.9092872570194385
787,50,3,0.01,1.2,30,4,25,2,2,25,20,0.0,0.0,0.0,0.8992080633549316
788,50,3,0.01,1.2,30,4,25,2,2,25,25,0.0,0.0,0.0,0.9049676025917927
789,50,3,0.01,1.2,30,4,25,2,2,25,30,0.0,0.0,0.0,0.8977681785457163
790,50,3,0.01,1.2,30,4,25,2,2,30,10,0.0,0.0,0.0,0.8884089272858171
791,50,3,0.01,1.2,30,4,25,2,2,30,15,0.0,0.0,0.0,0.89056875449964
792,50,3,0.01,1.2,30,4,25,2,2,30,20,0.0,0.0,0.0,0.8891288696904248
793,50,3,0.01,1.2,30,4,25,2,2,30,25,0.0,0.0,0.0,0.9013678905687545
794,50,3,0.01,1.2,30,4,25,2,2,30,30,0.0,0.0,0.0,0.8891288696904248
795,50,3,0.01,1.2,30,4,25,2,2,35,10,0.0,0.0,0.0,0.8884089272858171
796,50,3,0.01,1.2,30,4,25,2,2,35,15,0.0,0.0,0.0,0.8819294456443485
797,50,3,0.01,1.2,30,4,25,2,2,35,20,0.0,0.0,0.0,0.906407487401008
798,50,3,0.01,1.2,30,4,25,2,2,35,25,0.0,0.0,0.0,0.9020878329733621
799,50,3,0.01,1.2,30,4,25,2,2,35,30,0.0,0.0,0.0,0.8977681785457163
800,50,3,0.01,1.2,30,4,25,2,2,40,10,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
801,50,3,0.01,1.2,30,4,25,2,2,40,15,0.11159107271418287,1.0,0.20077720207253885,0.11159107271418287
802,50,3,0.01,1.2,30,4,25,2,2,40,20,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
803,50,3,0.01,1.2,30,4,25,2,2,40,25,0.11375089992800576,1.0,0.20426632191338076,0.11375089992800576
804,50,3,0.01,1.2,30,4,25,2,2,40,30,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
805,50,3,0.01,1.2,30,4,25,2,3,10,10,0.0,0.0,0.0,0.8970482361411087
806,50,3,0.01,1.2,30,4,25,2,3,10,15,0.09143268538516919,1.0,0.16754617414248021,0.09143268538516919
807,50,3,0.01,1.2,30,4,25,2,3,10,20,0.12023038156947444,1.0,0.2146529562982005,0.12023038156947444
808,50,3,0.01,1.2,30,4,25,2,3,10,25,0.09935205183585313,1.0,0.1807465618860511,0.09935205183585313
809,50,3,0.01,1.2,30,4,25,2,3,10,30,0.11303095752339813,1.0,0.20310478654592498,0.11303095752339813
810,50,3,0.01,1.2,30,4,25,2,3,15,10,0.0964722822174226,1.0,0.17596848325673012,0.0964722822174226
811,50,3,0.01,1.2,30,4,25,2,3,15,15,0.0,0.0,0.0,0.9006479481641468
812,50,3,0.01,1.2,30,4,25,2,3,15,20,0.1007919366450684,1.0,0.18312622629169392,0.1007919366450684
813,50,3,0.01,1.2,30,4,25,2,3,15,25,0.09575233981281497,1.0,0.17477003942181338,0.09575233981281497
814,50,3,0.01,1.2,30,4,25,2,3,15,30,0.09575233981281497,1.0,0.17477003942181338,0.09575233981281497
815,50,3,0.01,1.2,30,4,25,2,3,20,10,0.09431245500359971,1.0,0.1723684210526316,0.09431245500359971
816,50,3,0.01,1.2,30,4,25,2,3,20,15,0.09935205183585313,1.0,0.1807465618860511,0.09935205183585313
817,50,3,0.01,1.2,30,4,25,2,3,20,20,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
818,50,3,0.01,1.2,30,4,25,2,3,20,25,0.0,0.0,0.0,0.8819294456443485
819,50,3,0.01,1.2,30,4,25,2,3,20,30,0.09575233981281497,1.0,0.17477003942181338,0.09575233981281497
820,50,3,0.01,1.2,30,4,25,2,3,25,10,0.0,0.0,0.0,0.9035277177825773
821,50,3,0.01,1.2,30,4,25,2,3,25,15,0.0,0.0,0.0,0.8992080633549316
822,50,3,0.01,1.2,30,4,25,2,3,25,20,0.0,0.0,0.0,0.8891288696904248
823,50,3,0.01,1.2,30,4,25,2,3,25,25,0.0,0.0,0.0,0.8869690424766019
824,50,3,0.01,1.2,30,4,25,2,3,25,30,0.0,0.0,0.0,0.8948884089272858
825,50,3,0.01,1.2,30,4,25,2,3,30,10,0.0,0.0,0.0,0.8977681785457163
826,50,3,0.01,1.2,30,4,25,2,3,30,15,0.0,0.0,0.0,0.8840892728581713
827,50,3,0.01,1.2,30,4,25,2,3,30,20,0.0,0.0,0.0,0.9071274298056156
828,50,3,0.01,1.2,30,4,25,2,3,30,25,0.0,0.0,0.0,0.8970482361411087
829,50,3,0.01,1.2,30,4,25,2,3,30,30,0.0,0.0,0.0,0.8977681785457163
830,50,3,0.01,1.2,30,4,25,2,3,35,10,0.0,0.0,0.0,0.8934485241180705
831,50,3,0.01,1.2,30,4,25,2,3,35,15,0.0,0.0,0.0,0.8920086393088553
832,50,3,0.01,1.2,30,4,25,2,3,35,20,0.0,0.0,0.0,0.9013678905687545
833,50,3,0.01,1.2,30,4,25,2,3,35,25,0.0,0.0,0.0,0.884809215262779
834,50,3,0.01,1.2,30,4,25,2,3,35,30,0.0,0.0,0.0,0.8920086393088553
835,50,3,0.01,1.2,30,4,25,2,3,40,10,0.0,0.0,0.0,0.9006479481641468
836,50,3,0.01,1.2,30,4,25,2,3,40,15,0.0,0.0,0.0,0.9013678905687545
837,50,3,0.01,1.2,30,4,25,2,3,40,20,0.0,0.0,0.0,0.884809215262779
838,50,3,0.01,1.2,30,4,25,2,3,40,25,0.0,0.0,0.0,0.8999280057595392
839,50,3,0.01,1.2,30,4,25,2,3,40,30,0.0,0.0,0.0,0.9056875449964003
840,50,3,0.01,1.2,30,4,30,0,2,10,10,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
841,50,3,0.01,1.2,30,4,30,0,2,10,15,0.10727141828653708,1.0,0.19375812743823148,0.10727141828653708
842,50,3,0.01,1.2,30,4,30,0,2,10,20,0.09935205183585313,1.0,0.1807465618860511,0.09935205183585313
843,50,3,0.01,1.2,30,4,30,0,2,10,25,0.10367170626349892,1.0,0.187866927592955,0.10367170626349892
844,50,3,0.01,1.2,30,4,30,0,2,10,30,0.1007919366450684,1.0,0.18312622629169392,0.1007919366450684
845,50,3,0.01,1.2,30,4,30,0,2,15,10,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
846,50,3,0.01,1.2,30,4,30,0,2,15,15,0.10439164866810655,1.0,0.18904823989569752,0.10439164866810655
847,50,3,0.01,1.2,30,4,30,0,2,15,20,0.09935205183585313,1.0,0.1807465618860511,0.09935205183585313
848,50,3,0.01,1.2,30,4,30,0,2,15,25,0.09863210943124551,1.0,0.1795543905635649,0.09863210943124551
849,50,3,0.01,1.2,30,4,30,0,2,15,30,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
850,50,3,0.01,1.2,30,4,30,0,2,20,10,0.10871130309575235,1.0,0.1961038961038961,0.10871130309575235
851,50,3,0.01,1.2,30,4,30,0,2,20,15,0.11519078473722102,1.0,0.2065848934796643,0.11519078473722102
852,50,3,0.01,1.2,30,4,30,0,2,20,20,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
853,50,3,0.01,1.2,30,4,30,0,2,20,25,0.09791216702663787,1.0,0.1783606557377049,0.09791216702663787
854,50,3,0.01,1.2,30,4,30,0,2,20,30,0.0,0.0,0.0,0.8912886969042476
855,50,3,0.01,1.2,30,4,30,0,2,25,10,0.09791216702663787,1.0,0.1783606557377049,0.09791216702663787
856,50,3,0.01,1.2,30,4,30,0,2,25,15,0.11159107271418287,1.0,0.20077720207253885,0.11159107271418287
857,50,3,0.01,1.2,30,4,30,0,2,25,20,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
858,50,3,0.01,1.2,30,4,30,0,2,25,25,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
859,50,3,0.01,1.2,30,4,30,0,2,25,30,0.11087113030957524,1.0,0.19961114711600778,0.11087113030957524
860,50,3,0.01,1.2,30,4,30,0,2,30,10,0.09503239740820735,1.0,0.17357001972386588,0.09503239740820735
861,50,3,0.01,1.2,30,4,30,0,2,30,15,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
862,50,3,0.01,1.2,30,4,30,0,2,30,20,0.1007919366450684,1.0,0.18312622629169392,0.1007919366450684
863,50,3,0.01,1.2,30,4,30,0,2,30,25,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
864,50,3,0.01,1.2,30,4,30,0,2,30,30,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
865,50,3,0.01,1.2,30,4,30,0,2,35,10,0.11087113030957524,1.0,0.19961114711600778,0.11087113030957524
866,50,3,0.01,1.2,30,4,30,0,2,35,15,0.10151187904967603,1.0,0.18431372549019606,0.10151187904967603
867,50,3,0.01,1.2,30,4,30,0,2,35,20,0.10367170626349892,1.0,0.187866927592955,0.10367170626349892
868,50,3,0.01,1.2,30,4,30,0,2,35,25,0.1101511879049676,1.0,0.19844357976653695,0.1101511879049676
869,50,3,0.01,1.2,30,4,30,0,2,35,30,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
870,50,3,0.01,1.2,30,4,30,0,2,40,10,0.11951043916486681,1.0,0.21350482315112543,0.11951043916486681
871,50,3,0.01,1.2,30,4,30,0,2,40,15,0.09719222462203024,1.0,0.17716535433070865,0.09719222462203024
872,50,3,0.01,1.2,30,4,30,0,2,40,20,0.0,0.0,0.0,0.8948884089272858
873,50,3,0.01,1.2,30,4,30,0,2,40,25,0.09863210943124551,1.0,0.1795543905635649,0.09863210943124551
874,50,3,0.01,1.2,30,4,30,0,2,40,30,0.10367170626349892,1.0,0.187866927592955,0.10367170626349892
875,50,3,0.01,1.2,30,4,30,0,3,10,10,0.10943124550035997,1.0,0.1972744970798183,0.10943124550035997
876,50,3,0.01,1.2,30,4,30,0,3,10,15,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
877,50,3,0.01,1.2,30,4,30,0,3,10,20,0.10223182145428365,1.0,0.1854996734160679,0.10223182145428365
878,50,3,0.01,1.2,30,4,30,0,3,10,25,0.1007919366450684,1.0,0.18312622629169392,0.1007919366450684
879,50,3,0.01,1.2,30,4,30,0,3,10,30,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
880,50,3,0.01,1.2,30,4,30,0,3,15,10,0.10223182145428365,1.0,0.1854996734160679,0.10223182145428365
881,50,3,0.01,1.2,30,4,30,0,3,15,15,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
882,50,3,0.01,1.2,30,4,30,0,3,15,20,0.09359251259899208,1.0,0.17116524028966426,0.09359251259899208
883,50,3,0.01,1.2,30,4,30,0,3,15,25,0.11303095752339813,1.0,0.20310478654592498,0.11303095752339813
884,50,3,0.01,1.2,30,4,30,0,3,15,30,0.09503239740820735,1.0,0.17357001972386588,0.09503239740820735
885,50,3,0.01,1.2,30,4,30,0,3,20,10,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
886,50,3,0.01,1.2,30,4,30,0,3,20,15,0.10439164866810655,1.0,0.18904823989569752,0.10439164866810655
887,50,3,0.01,1.2,30,4,30,0,3,20,20,0.09287257019438445,1.0,0.1699604743083004,0.09287257019438445
888,50,3,0.01,1.2,30,4,30,0,3,20,25,0.09719222462203024,1.0,0.17716535433070865,0.09719222462203024
889,50,3,0.01,1.2,30,4,30,0,3,20,30,0.0964722822174226,1.0,0.17596848325673012,0.0964722822174226
890,50,3,0.01,1.2,30,4,30,0,3,25,10,0.0,0.0,0.0,0.8948884089272858
891,50,3,0.01,1.2,30,4,30,0,3,25,15,0.09359251259899208,1.0,0.17116524028966426,0.09359251259899208
892,50,3,0.01,1.2,30,4,30,0,3,25,20,0.10223182145428365,1.0,0.1854996734160679,0.10223182145428365
893,50,3,0.01,1.2,30,4,30,0,3,25,25,0.11087113030957524,1.0,0.19961114711600778,0.11087113030957524
894,50,3,0.01,1.2,30,4,30,0,3,25,30,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
895,50,3,0.01,1.2,30,4,30,0,3,30,10,0.10943124550035997,1.0,0.1972744970798183,0.10943124550035997
896,50,3,0.01,1.2,30,4,30,0,3,30,15,0.11519078473722102,1.0,0.2065848934796643,0.11519078473722102
897,50,3,0.01,1.2,30,4,30,0,3,30,20,0.11375089992800576,1.0,0.20426632191338076,0.11375089992800576
898,50,3,0.01,1.2,30,4,30,0,3,30,25,0.10223182145428365,1.0,0.1854996734160679,0.10223182145428365
899,50,3,0.01,1.2,30,4,30,0,3,30,30,0.0,0.0,0.0,0.9071274298056156
900,50,3,0.01,1.2,30,4,30,0,3,35,10,0.11303095752339813,1.0,0.20310478654592498,0.11303095752339813
901,50,3,0.01,1.2,30,4,30,0,3,35,15,0.10943124550035997,1.0,0.1972744970798183,0.10943124550035997
902,50,3,0.01,1.2,30,4,30,0,3,35,20,0.10727141828653708,1.0,0.19375812743823148,0.10727141828653708
903,50,3,0.01,1.2,30,4,30,0,3,35,25,0.0,0.0,0.0,0.8833693304535637
904,50,3,0.01,1.2,30,4,30,0,3,35,30,0.0,0.0,0.0,0.896328293736501
905,50,3,0.01,1.2,30,4,30,0,3,40,10,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
906,50,3,0.01,1.2,30,4,30,0,3,40,15,0.09575233981281497,1.0,0.17477003942181338,0.09575233981281497
907,50,3,0.01,1.2,30,4,30,0,3,40,20,0.09071274298056156,1.0,0.16633663366336635,0.09071274298056156
908,50,3,0.01,1.2,30,4,30,0,3,40,25,0.10223182145428365,1.0,0.1854996734160679,0.10223182145428365
909,50,3,0.01,1.2,30,4,30,0,3,40,30,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
910,50,3,0.01,1.2,30,4,30,1,2,10,10,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
911,50,3,0.01,1.2,30,4,30,1,2,10,15,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
912,50,3,0.01,1.2,30,4,30,1,2,10,20,0.11447084233261338,1.0,0.2054263565891473,0.11447084233261338
913,50,3,0.01,1.2,30,4,30,1,2,10,25,0.11735061195104392,1.0,0.21005154639175258,0.11735061195104392
914,50,3,0.01,1.2,30,4,30,1,2,10,30,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
915,50,3,0.01,1.2,30,4,30,1,2,15,10,0.10151187904967603,1.0,0.18431372549019606,0.10151187904967603
916,50,3,0.01,1.2,30,4,30,1,2,15,15,0.10439164866810655,1.0,0.18904823989569752,0.10439164866810655
917,50,3,0.01,1.2,30,4,30,1,2,15,20,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
918,50,3,0.01,1.2,30,4,30,1,2,15,25,0.09503239740820735,1.0,0.17357001972386588,0.09503239740820735
919,50,3,0.01,1.2,30,4,30,1,2,15,30,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
920,50,3,0.01,1.2,30,4,30,1,2,20,10,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
921,50,3,0.01,1.2,30,4,30,1,2,20,15,0.10223182145428365,1.0,0.1854996734160679,0.10223182145428365
922,50,3,0.01,1.2,30,4,30,1,2,20,20,0.11303095752339813,1.0,0.20310478654592498,0.11303095752339813
923,50,3,0.01,1.2,30,4,30,1,2,20,25,0.10871130309575235,1.0,0.1961038961038961,0.10871130309575235
924,50,3,0.01,1.2,30,4,30,1,2,20,30,0.09359251259899208,1.0,0.17116524028966426,0.09359251259899208
925,50,3,0.01,1.2,30,4,30,1,2,25,10,0.11447084233261338,1.0,0.2054263565891473,0.11447084233261338
926,50,3,0.01,1.2,30,4,30,1,2,25,15,0.10151187904967603,1.0,0.18431372549019606,0.10151187904967603
927,50,3,0.01,1.2,30,4,30,1,2,25,20,0.09071274298056156,1.0,0.16633663366336635,0.09071274298056156
928,50,3,0.01,1.2,30,4,30,1,2,25,25,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
929,50,3,0.01,1.2,30,4,30,1,2,25,30,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
930,50,3,0.01,1.2,30,4,30,1,2,30,10,0.0,0.0,0.0,0.8977681785457163
931,50,3,0.01,1.2,30,4,30,1,2,30,15,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
932,50,3,0.01,1.2,30,4,30,1,2,30,20,0.11159107271418287,1.0,0.20077720207253885,0.11159107271418287
933,50,3,0.01,1.2,30,4,30,1,2,30,25,0.10943124550035997,1.0,0.1972744970798183,0.10943124550035997
934,50,3,0.01,1.2,30,4,30,1,2,30,30,0.10871130309575235,1.0,0.1961038961038961,0.10871130309575235
935,50,3,0.01,1.2,30,4,30,1,2,35,10,0.11447084233261338,1.0,0.2054263565891473,0.11447084233261338
936,50,3,0.01,1.2,30,4,30,1,2,35,15,0.09215262778977681,1.0,0.16875411997363216,0.09215262778977681
937,50,3,0.01,1.2,30,4,30,1,2,35,20,0.11519078473722102,1.0,0.2065848934796643,0.11519078473722102
938,50,3,0.01,1.2,30,4,30,1,2,35,25,0.0892728581713463,1.0,0.16391275611368145,0.0892728581713463
939,50,3,0.01,1.2,30,4,30,1,2,35,30,0.10727141828653708,1.0,0.19375812743823148,0.10727141828653708
940,50,3,0.01,1.2,30,4,30,1,2,40,10,0.10223182145428365,1.0,0.1854996734160679,0.10223182145428365
941,50,3,0.01,1.2,30,4,30,1,2,40,15,0.10943124550035997,1.0,0.1972744970798183,0.10943124550035997
942,50,3,0.01,1.2,30,4,30,1,2,40,20,0.09359251259899208,1.0,0.17116524028966426,0.09359251259899208
943,50,3,0.01,1.2,30,4,30,1,2,40,25,0.10439164866810655,1.0,0.18904823989569752,0.10439164866810655
944,50,3,0.01,1.2,30,4,30,1,2,40,30,0.10007199424046076,1.0,0.1819371727748691,0.10007199424046076
945,50,3,0.01,1.2,30,4,30,1,3,10,10,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
946,50,3,0.01,1.2,30,4,30,1,3,10,15,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
947,50,3,0.01,1.2,30,4,30,1,3,10,20,0.10727141828653708,1.0,0.19375812743823148,0.10727141828653708
948,50,3,0.01,1.2,30,4,30,1,3,10,25,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
949,50,3,0.01,1.2,30,4,30,1,3,10,30,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
950,50,3,0.01,1.2,30,4,30,1,3,15,10,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
951,50,3,0.01,1.2,30,4,30,1,3,15,15,0.10367170626349892,1.0,0.187866927592955,0.10367170626349892
952,50,3,0.01,1.2,30,4,30,1,3,15,20,0.09719222462203024,1.0,0.17716535433070865,0.09719222462203024
953,50,3,0.01,1.2,30,4,30,1,3,15,25,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
954,50,3,0.01,1.2,30,4,30,1,3,15,30,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
955,50,3,0.01,1.2,30,4,30,1,3,20,10,0.09935205183585313,1.0,0.1807465618860511,0.09935205183585313
956,50,3,0.01,1.2,30,4,30,1,3,20,15,0.12023038156947444,1.0,0.2146529562982005,0.12023038156947444
957,50,3,0.01,1.2,30,4,30,1,3,20,20,0.10151187904967603,1.0,0.18431372549019606,0.10151187904967603
958,50,3,0.01,1.2,30,4,30,1,3,20,25,0.0,0.0,0.0,0.8934485241180705
959,50,3,0.01,1.2,30,4,30,1,3,20,30,0.11159107271418287,1.0,0.20077720207253885,0.11159107271418287
960,50,3,0.01,1.2,30,4,30,1,3,25,10,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
961,50,3,0.01,1.2,30,4,30,1,3,25,15,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
962,50,3,0.01,1.2,30,4,30,1,3,25,20,0.10439164866810655,1.0,0.18904823989569752,0.10439164866810655
963,50,3,0.01,1.2,30,4,30,1,3,25,25,0.11231101511879049,1.0,0.20194174757281552,0.11231101511879049
964,50,3,0.01,1.2,30,4,30,1,3,25,30,0.09935205183585313,1.0,0.1807465618860511,0.09935205183585313
965,50,3,0.01,1.2,30,4,30,1,3,30,10,0.11591072714182865,1.0,0.20774193548387096,0.11591072714182865
966,50,3,0.01,1.2,30,4,30,1,3,30,15,0.0,0.0,0.0,0.8934485241180705
967,50,3,0.01,1.2,30,4,30,1,3,30,20,0.09575233981281497,1.0,0.17477003942181338,0.09575233981281497
968,50,3,0.01,1.2,30,4,30,1,3,30,25,0.0,0.0,0.0,0.8855291576673866
969,50,3,0.01,1.2,30,4,30,1,3,30,30,0.0,0.0,0.0,0.896328293736501
970,50,3,0.01,1.2,30,4,30,1,3,35,10,0.0,0.0,0.0,0.8970482361411087
971,50,3,0.01,1.2,30,4,30,1,3,35,15,0.0,0.0,0.0,0.8927285817134629
972,50,3,0.01,1.2,30,4,30,1,3,35,20,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
973,50,3,0.01,1.2,30,4,30,1,3,35,25,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
974,50,3,0.01,1.2,30,4,30,1,3,35,30,0.0,0.0,0.0,0.8984881209503239
975,50,3,0.01,1.2,30,4,30,1,3,40,10,0.1101511879049676,1.0,0.19844357976653695,0.1101511879049676
976,50,3,0.01,1.2,30,4,30,1,3,40,15,0.1007919366450684,1.0,0.18312622629169392,0.1007919366450684
977,50,3,0.01,1.2,30,4,30,1,3,40,20,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
978,50,3,0.01,1.2,30,4,30,1,3,40,25,0.1079913606911447,1.0,0.1949317738791423,0.1079913606911447
979,50,3,0.01,1.2,30,4,30,1,3,40,30,0.0,0.0,0.0,0.8956083513318934
980,50,3,0.01,1.2,30,4,30,2,2,10,10,0.11447084233261338,1.0,0.2054263565891473,0.11447084233261338
981,50,3,0.01,1.2,30,4,30,2,2,10,15,0.10655147588192944,1.0,0.1925829538061158,0.10655147588192944
982,50,3,0.01,1.2,30,4,30,2,2,10,20,0.09791216702663787,1.0,0.1783606557377049,0.09791216702663787
983,50,3,0.01,1.2,30,4,30,2,2,10,25,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
984,50,3,0.01,1.2,30,4,30,2,2,10,30,0.1029517638588913,1.0,0.18668407310704963,0.1029517638588913
985,50,3,0.01,1.2,30,4,30,2,2,15,10,0.10511159107271419,1.0,0.19022801302931594,0.10511159107271419
986,50,3,0.01,1.2,30,4,30,2,2,15,15,0.10583153347732181,1.0,0.19140624999999997,0.10583153347732181
987,50,3,0.01,1.2,30,4,30,2,2,15,20,0.10439164866810655,1.0,0.18904823989569752,0.10439164866810655
988,50,3,0.01,1.2,30,4,30,2,2,15,25,0.11303095752339813,1.0,0.20310478654592498,0.11303095752339813
989,50,3,0.01,1.2,30,4,30,2,2,15,30,0.11303095752339813,1.0,0.20310478654592498,0.11303095752339813
